field	standardized_value	semantic_class	proposed_destination	reason	assembly_accession	biosample	organism	raw_attribute_name	raw_value	Host	Host_SD	Host_Context_SD	Host_Disease_SD	Host_Health_State_SD	Host_Production_Context_SD	Host_Anatomical_Site_SD	Isolation Source	Isolation_Source_SD	Isolation_Source_SD_Broad	Sample Type	Sample_Type_SD	Sample_Type_SD_Broad	Isolation_Site_SD	Environment_Medium_SD	Environment_Medium_SD_Broad	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Collection Date	Country
Isolation_Source_SD	caeca content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_005421135.1	SAMN10498818	Salmonella enterica	Isolation Source	caeca content	Gallus gallus domesticus	Gallus gallus						caeca content	caeca content										2016	Ecuador
Isolation_Source_SD	caeca content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_005428135.1	SAMN11127325	Salmonella enterica	Isolation Source	caeca content	Gallus gallus domesticus	Gallus gallus						caeca content	caeca content										2014	Ecuador
Sample_Type_SD	catfish product	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_005454905.1	SAMN10258660	Salmonella enterica subsp. enterica serovar Agbeni	Host	absent	absent							"""Product-Raw-Intact-Siluriformes\, Ictaluridae (Catfish)"""	clinical/host-associated material	clinical/host-associated material		catfish product	aquatic food product						2018	United States
Sample_Type_SD	plate culture	sample_processing	Sample_Processing_SD	Processing/preparation terms should move to Sample_Processing_SD.	GCA_005819805.1	SAMN11608782	Photobacterium damselae subsp. damselae	Sample Type	agar plate culture	absent	Dicentrarchus labrax						Dicentrarchus labrax	clinical/host-associated material	clinical/host-associated material	agar plate culture	plate culture	culture	organ/tissue site	culture medium	culture medium			2011	Turkey
Isolation_Source_SD_Broad	upper respiratory tract	anatomical_site	Host_Anatomical_Site_SD	Broad source category mixes non-source semantic classes; document or migrate.	GCA_005888215.1	SAMN04115934	Haemophilus influenzae biotype aegyptius	Host	Homo sapiens	Homo sapiens	Homo sapiens						Oropharynx from a Brazilian Purpuric Fever case	nasopharynx/oropharynx	upper respiratory tract	Whole organism								1984	Brazil
Isolation_Source_SD	broncho alveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_007375485.1	SAMN12273497	Pseudomonas aeruginosa	Isolation Source	broncho alveolar lavage	Homo sapiens	Homo sapiens						broncho alveolar lavage	broncho alveolar lavage										2016	Cameroon
Isolation_Source_SD	broncho alveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_007375495.1	SAMN12261616	Pseudomonas aeruginosa	Isolation Source	broncho alveolar lavage	Homo sapiens	Homo sapiens						broncho alveolar lavage	broncho alveolar lavage										2015	Cameroon
Sample_Type_SD	deciduous forest	unresolved	admin_review	Sample_Type fields should contain physical specimen/material values only.	GCA_007827045.1	SAMN10256292	Trebonia kvetii	Isolation Source	G0 mineral horizon of acid waterlogged soil (gleysol) under a deciduous forest	absent							G0 mineral horizon of acid waterlogged soil (gleysol) under a deciduous forest	environmental material	environmental material		deciduous forest	environmental material		soil	soil	terrestrial environment		2015	Czech Republic
Isolation_Source_SD_Broad	culture/isolate	sample_processing	Sample_Processing_SD	Broad source category mixes non-source semantic classes; document or migrate.	GCA_008435425.1	SAMN07213146	Salmonella enterica subsp. enterica serovar Ohio	Isolation Source	Isolated Organism	unknown							Isolated Organism	culture/isolate	culture/isolate									2017	United States
Isolation_Source_SD_Broad	culture/isolate	sample_processing	Sample_Processing_SD	Broad source category mixes non-source semantic classes; document or migrate.	GCA_008436265.1	SAMN07341689	Salmonella enterica subsp. enterica serovar Typhimurium	Isolation Source	Isolated Organism	unknown							Isolated Organism	culture/isolate	culture/isolate									2015	United States
Isolation_Source_SD_Broad	culture/isolate	sample_processing	Sample_Processing_SD	Broad source category mixes non-source semantic classes; document or migrate.	GCA_008437325.1	SAMN07341694	Salmonella enterica subsp. enterica	Isolation Source	Isolated Organism	unknown							Isolated Organism	culture/isolate	culture/isolate									2015	United States
Isolation_Source_SD	Gastric contents	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_008655575.1	SAMN04296698	Salmonella enterica subsp. enterica serovar Panama	Isolation Source	Gastric contents	unknown							Gastric contents	Gastric contents										2015	United States
Isolation_Source_SD	colonic content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_008831045.1	SAMN12860421	Adlercreutzia muris	Isolation Source	colonic content	mouse	Mus musculus						colonic content	colonic content		whole organism								2014	Germany
Isolation_Source_SD	Bronco-alveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_009078415.1	SAMN10252954	Enterococcus faecium	Isolation Source	Bronco-alveolar lavage	Homo sapiens	Homo sapiens						Bronco-alveolar lavage	Bronco-alveolar lavage										2012	Brazil
Isolation_Source_SD	infant faeces	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_009684555.1	SAMN08498918	Bifidobacterium catenulatum subsp. kashiwanohense	Isolation Source	infant faeces	Homo sapiens	Homo sapiens						infant faeces	infant faeces		whole organism						host-associated gut/oral/fecal environment		2016	Ireland
Isolation_Site_SD	bronchoalveolar lavage fluid	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_009684615.1	SAMN10537196	Klebsiella pneumoniae	Host	absent	absent						lower respiratory tract/bronch/pleural cavity	BALF	clinical fluid/material	clinical fluid/material		bronchoalveolar lavage fluid	respiratory sample	bronchoalveolar lavage fluid					2016	China
Isolation_Site_SD	bronchoalveolar lavage fluid	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_009721585.1	SAMN12785160	Virgibacillus dakarensis	Host	Homo sapiens	Homo sapiens	Homo sapiens					lower respiratory tract/bronch/pleural cavity	BALF	clinical fluid/material	clinical fluid/material	pure culture	culture	culture	bronchoalveolar lavage fluid					2019	China
Sample_Type_SD	long-term care facility	care_setting	Host_Care_Setting_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_009749545.1	SAMN13332050	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						Nursing home	healthcare facility	healthcare-associated environment		long-term care facility	healthcare-associated environment					long-term care facility	2017	United States
Sample_Type_SD_Broad	healthcare-associated environment	environment_broad_scale	Environment_Broad_Scale_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_009749545.1	SAMN13332050	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						Nursing home	healthcare facility	healthcare-associated environment		long-term care facility	healthcare-associated environment					long-term care facility	2017	United States
Sample_Type_SD	long-term care facility	care_setting	Host_Care_Setting_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_009749555.1	SAMN13332053	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						Nursing home	healthcare facility	healthcare-associated environment		long-term care facility	healthcare-associated environment					long-term care facility	2017	United States
Sample_Type_SD_Broad	healthcare-associated environment	environment_broad_scale	Environment_Broad_Scale_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_009749555.1	SAMN13332053	Staphylococcus aureus	Host	Homo sapiens	Homo sapiens	Homo sapiens						Nursing home	healthcare facility	healthcare-associated environment		long-term care facility	healthcare-associated environment					long-term care facility	2017	United States
Isolation_Source_SD	ceacal content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_009910555.1	SAMN09901020	Enterococcus faecalis	Isolation Source	ceacal content	ob/ob mouse	Mus musculus						ceacal content	ceacal content										2016	China
Isolation_Source_SD	ceacal content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_009910975.1	SAMN09901067	Rodentibacter pneumotropicus	Isolation Source	ceacal content	ob/ob mouse	Mus musculus						ceacal content	ceacal content		whole organism				manure	agricultural fecal material			2016	China
Isolation_Source_SD	ceacal content	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_009911015.1	SAMN09901069	Phocaeicola sartorii	Isolation Source	ceacal content	ob/ob mouse	Mus musculus						ceacal content	ceacal content		whole organism				manure	agricultural fecal material			2016	China
Sample_Type_SD	cubital fossa	anatomical_site	Host_Anatomical_Site_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_010137995.1	SAMN12508038	Staphylococcus epidermidis	Host	Homo sapiens	Homo sapiens	Homo sapiens						Cubital_fossa	clinical/host-associated material	clinical/host-associated material		cubital fossa	clinical/host-associated material						2010	United States
Sample_Type_SD	cubital fossa	anatomical_site	Host_Anatomical_Site_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_010138015.1	SAMN12508036	Staphylococcus epidermidis	Host	Homo sapiens	Homo sapiens	Homo sapiens						Cubital_fossa	clinical/host-associated material	clinical/host-associated material		cubital fossa	clinical/host-associated material						2010	United States
Sample_Type_SD	cubital fossa	anatomical_site	Host_Anatomical_Site_SD	Sample_Type fields should contain physical specimen/material values only.	GCA_010138035.1	SAMN12508037	Staphylococcus epidermidis	Host	Homo sapiens	Homo sapiens	Homo sapiens						Cubital_fossa	clinical/host-associated material	clinical/host-associated material		cubital fossa	clinical/host-associated material						2010	United States
Isolation_Site_SD	gastric biopsy	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_010917155.1	SAMN13950472	Helicobacter pylori	Isolation Source	gastric biopsy specimen	Homo sapiens	Homo sapiens		gastritis	diseased			gastric biopsy specimen	clinical/host-associated material	clinical/host-associated material		gastric biopsy	gut content	gastric biopsy					2017	Colombia
Isolation_Site_SD	gastric biopsy	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_010917555.1	SAMN13950473	Helicobacter pylori	Isolation Source	gastric biopsy specimen	Homo sapiens	Homo sapiens		gastritis	diseased			gastric biopsy specimen	clinical/host-associated material	clinical/host-associated material		gastric biopsy	gut content	gastric biopsy					2018	Colombia
Isolation_Site_SD	gastric biopsy	sample_material	Sample_Type_SD	Site field contains non-anatomical context/material.	GCA_010917675.1	SAMN13950474	Helicobacter pylori	Isolation Source	gastric biopsy specimen	Homo sapiens	Homo sapiens		gastritis	diseased			gastric biopsy specimen	clinical/host-associated material	clinical/host-associated material		gastric biopsy	gut content	gastric biopsy					2017	Colombia
Isolation_Source_SD	Brochoalveolar lavage	sample_material	Sample_Type_SD	Physical specimen/material values should not be represented as strict source context.	GCA_011009215.1	SAMN10866824	Klebsiella pneumoniae	Isolation Source	Brochoalveolar lavage	Homo sapiens	Homo sapiens						Brochoalveolar lavage	Brochoalveolar lavage										2017	India
