raw_value,affected_rows,current_signal_type,current_recommended_action,contributing_raw_examples_if_available,reviewer_decision,proposed_destination_field,proposed_standardized_value,confidence,rationale,rule_file_to_update,rule_to_add,test_to_add,notes
MKN7_untreated_24h,1,raw_code_or_artifact,route_to_non_source_descriptor,MKN7_untreated_24h (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
MKN7_untreated_4h,1,raw_code_or_artifact,route_to_non_source_descriptor,MKN7_untreated_4h (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
MR_Ser_Gly_free_Pyr_Ph2,1,raw_code_or_artifact,route_to_non_source_descriptor,MR_Ser_Gly_free_Pyr_Ph2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mstd2,1,raw_code_or_artifact,route_to_non_source_descriptor,Mstd2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut18-H3K122ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut18-H3K122ac-2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut18-H4K5ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut18-H4K5ac-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut18-H4K8ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut18-H4K8ac-2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K122ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K122ac-2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K18ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K18ac-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K18ac-2,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K18ac-2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K27me3-1,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K27me3-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K27me3-2,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K27me3-2 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K4me1-1,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K4me1-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K4me3-1,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K4me3-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Mut43-H3K9ac-1,1,raw_code_or_artifact,route_to_non_source_descriptor,Mut43-H3K9ac-1 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
NA_chicken3,1,raw_code_or_artifact,route_to_non_source_descriptor,NA_chicken3 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
nature unknown,1,metadata_descriptor,route_to_non_source_descriptor,nature unknown (1),unresolved_low_priority,manual_review / unresolved,,low,Descriptor-like aggregate is not sufficiently specific for an automatic production rule.,,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_NA_BU12,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_NA_BU12 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_NA_BU13,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_NA_BU13 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_NA_BU21,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_NA_BU21 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_NA_BU6,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_NA_BU6 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P101_BU13,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P101_BU13 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P108_BU14,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P108_BU14 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P10_BU11,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P10_BU11 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P113_BU11,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P113_BU11 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P115_BU7,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P115_BU7 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P121_BU10,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P121_BU10 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
Nebuliser_P122_BU20,1,raw_code_or_artifact,route_to_non_source_descriptor,Nebuliser_P122_BU20 (1),unresolved_low_priority,manual_review / unresolved,,low,"Opaque code may encode a cell line, device, location, host, or sample; suppressing without context is unsafe.",,,,No production change unless reviewer_decision is safe_suppress and regression evidence is explicit.
