normalized_lookup	raw_value	source_column	target_field	standardized_value	broad_value	review_status	confidence	batch_id	issue_type	severity	recommended_action
drain raw meat	drain-raw meat		Isolation_Source_SD	meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
fecal matter	Fecal matter		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
feces rectal fecal swab colon tissue or gingival swab	feces, rectal/fecal swab, colon tissue, or gingival swab		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
blood isolate	blood isolate		Isolation_Site_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
poultry carcass	poultry carcass		Isolation_Source_SD	poultry meat/product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
food producing environment surface	food producing environment surface		Isolation_Source_SD	food/food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
bovine stool	Bovine stool		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
human rectal swab	Human Rectal Swab		Sample_Type_SD	rectal/perianal swab	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
food associated	food-associated		Isolation_Source_SD	food/food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
diseased organs secretions and abnormal feces	Diseased organs, secretions and abnormal feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
meat pork	Meat (Pork)		Isolation_Source_SD	pork/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
food producing environment	food producing environment		Isolation_Source_SD	food/food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
whole cantaloupe	whole cantaloupe		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
chicken carcass rinse samples	chicken carcass rinse samples		Isolation_Source_SD	poultry meat/product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
dairy cattle manure bos taurus	dairy cattle manure (Bos taurus)		Environment_Medium_SD	manure		approved	high	preexisting	none	pass	none
chicken manure	Chicken manure		Environment_Medium_SD	manure		approved	high	preexisting	none	pass	none
flexi swab	Flexi swab		Sample_Type_SD	swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
sewage sand island waste water	sewage sand island waste water		Environment_Medium_SD	sewage	environmental material	approved	high	preexisting	none	pass	none
environmental swab sponge non food contact surface	environmental swab sponge non food contact surface		Sample_Type_SD	environmental swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
bulk milk	bulk milk		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
raw hospital sewage	raw hospital sewage		Environment_Medium_SD	hospital sewage	environmental material	approved	high	preexisting	none	pass	none
urine canis lupus familaris	urine (Canis lupus familaris)		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
cheese smear	Cheese smear		Isolation_Source_SD	dairy food	environmental material	approved	high	preexisting	none	pass	none
cherry tomato	cherry tomato		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
swab superficial and non surgical	swab (superficial and non-surgical)		Sample_Type_SD	skin/body-surface swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
chicken meat rinse	chicken meat rinse		Isolation_Source_SD	poultry meat/product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
poultry fresh meat	poultry - fresh meat		Isolation_Source_SD	poultry meat/product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
feces of feedlot cattle	feces of feedlot cattle		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
bovine fecal	bovine fecal		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
mid stream urine	Mid-stream urine		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
faeces or rectal swab	Faeces or rectal swab		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
cattle stool	cattle stool		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
non tidal fresh water creek	non tidal fresh water creek		Environment_Medium_SD	freshwater	environmental material	approved	high	preexisting	none	pass	none
frozen raw pet food	frozen raw pet food		Isolation_Source_SD	food/food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
milk filter	Milk filter		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
beef ground meat	Beef (ground meat)		Isolation_Source_SD	beef/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
raw almond	Raw almond		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
beef cattle feces	beef cattle feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
feces cow	feces cow		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
axilla groin swab	Axilla/groin swab		Sample_Type_SD	skin/body-surface swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
camel milk	Camel milk		Isolation_Source_SD	milk	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
food producing animal	food-producing animal		Isolation_Source_SD	food/food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
human faecal samples	human faecal samples		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
midstream urine	Midstream urine		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
urethal swab	urethal swab		Sample_Type_SD	urogenital swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
hedgehog nose swab	Hedgehog nose swab		Sample_Type_SD	nasal swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
urine canis lupus familiaris	Urine (Canis Lupus Familiaris)		Isolation_Site_SD	urine	clinical/host-associated material	approved	high	preexisting	none	pass	none
cvs blood	CVS: Blood		Isolation_Site_SD	blood	clinical/host-associated material	approved	high	preexisting	none	pass	none
stray dog feces	stray dog feces		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
frozen raw ground pork	Frozen raw ground pork		Isolation_Source_SD	pork/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
environmental floor swab	environmental floor swab		Sample_Type_SD	environmental swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
pig fecal swab	pig fecal swab		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
lesion swab	Lesion Swab		Sample_Type_SD	wound/lesion/abscess swab	clinical/host-associated material	approved	high	preexisting	none	pass	none
pork from retail market	pork from retail market		Isolation_Source_SD	pork/meat product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
baby spinach	baby spinach		Isolation_Source_SD	plant/produce food product	food/source material	approved	high	preexisting	review_signal_legacy_rule_broad_value	review	runtime broad-category QA is authoritative; review legacy rule broad label when touched
stool nash fibrosis stage 2 mash0	stool; NASH/Fibrosis stage <2; MASH0		Sample_Type_SD	feces/stool	feces/gut/intestinal material	approved	high	preexisting	none	pass	none
